company,cpc,country
Intel,0.027777777777777776,0.40584958440563235
LG Electronics,0.07738353350924053,0.3391709922206283
Sony,0.1033166069315302,0.19603155629930674
Siemens AG,0.0617592897711566,0.3391709922206283
Fraunhofer Gesellschaft zur Forderung der Angewandten Forschung eV,0.13557359229042845,0.21583546859038907
NEC,0.15964577511676178,0.1903155659570292
Sony_Group,0.1437727592437459,0.3261980779287106
Sony_Semiconductor,0.1178846657323916,0.16020704456508017
Siemens_Energy,0.13640318425091014,0.19222121236791065
Hyundai Motor Co,0.2254490142582986,0.2509475038514095
Siemens_Mobility,0.23656012536940974,0.3218285398513073
Kia,0.2254490142582986,0.1894192059554775
Robert Bosch GmbH,0.25878234759163193,0.2100559766505588
BMW,0.2869357267277297,0.24131668523182684
